,hh_income,hh_lifeCycle,occupation_type,age,motif_H,motif_HOH,motif_HOOH,motif_HOWH,motif_HOWOH,motif_HWH,motif_HWOH,motif_HWOWH,motif_HWWH,work_block,home_block,third_places_block
3633,8,2,1,56,0,0,0,0,0,1,0,0,0,17,5,
3634,3,1,1,74,0,0,0,0,1,0,0,0,0,17,27,11.0
3635,5,2,1,67,0,0,0,0,0,0,0,0,1,17,25,
3636,6,6,1,18,0,1,0,0,0,0,0,0,0,17,26,32.0
3637,7,4,1,61,1,0,0,0,0,0,0,0,0,17,26,
3638,4,1,1,45,0,0,0,1,0,0,0,0,0,17,18,1.0
3639,3,3,1,36,0,0,0,0,0,0,1,0,0,17,6,12.0
3640,9,10,2,59,0,0,0,0,0,0,0,1,0,17,22,29.0
3641,10,2,2,58,0,0,0,0,0,1,0,0,0,17,10,
3642,3,4,2,35,0,0,1,0,0,0,0,0,0,17,4,23.0
3643,8,8,2,43,0,0,0,0,0,0,1,0,0,17,18,2.0
3644,10,2,2,68,0,0,0,0,0,0,1,0,0,17,15,15.0
3645,3,4,2,35,0,0,1,0,0,0,0,0,0,17,11,20.0
3646,7,8,2,24,0,0,0,0,0,0,0,0,1,17,24,
3647,8,8,2,45,0,0,0,0,0,0,1,0,0,17,25,32.0
3648,7,1,2,56,0,0,0,0,0,0,0,1,0,17,31,29.0
3649,10,6,2,42,0,0,0,0,0,1,0,0,0,17,5,
3650,1,8,2,22,0,0,0,0,0,0,1,0,0,17,4,7.0
3651,5,1,2,51,0,0,0,0,0,0,1,0,0,17,3,26.0
3652,6,4,2,38,0,0,0,0,1,0,0,0,0,17,9,18.0
3653,2,4,2,39,0,0,0,1,0,0,0,0,0,17,18,11.0
3654,7,8,2,50,0,0,0,0,0,1,0,0,0,17,10,
3655,5,10,2,33,0,0,0,0,0,1,0,0,0,17,6,
3656,5,3,2,35,0,0,0,0,1,0,0,0,0,17,25,13.0
3657,5,2,2,30,0,0,1,0,0,0,0,0,0,17,25,11.0
3658,5,10,2,41,0,0,0,0,0,0,1,0,0,17,12,9.0
3659,6,1,2,60,0,0,0,1,0,0,0,0,0,17,4,18.0
3660,6,10,2,60,0,0,0,0,0,1,0,0,0,17,20,
3661,8,10,2,63,0,0,0,0,0,0,1,0,0,17,3,24.0
3662,7,8,2,24,0,0,0,0,0,0,0,0,1,17,18,
3663,6,2,2,32,0,0,0,0,0,1,0,0,0,17,28,
3664,8,10,2,63,0,0,0,0,0,0,1,0,0,17,5,21.0
3665,7,1,2,40,0,0,0,0,0,0,0,1,0,17,33,9.0
3666,7,1,2,60,0,0,0,1,0,0,0,0,0,17,20,14.0
3667,8,8,2,37,0,0,0,0,0,0,1,0,0,17,25,4.0
3668,7,2,2,49,0,1,0,0,0,0,0,0,0,17,19,15.0
3669,6,5,2,52,0,0,0,0,0,1,0,0,0,17,26,
3670,5,6,2,20,0,0,0,0,0,0,1,0,0,17,11,1.0
3671,6,2,2,55,0,0,0,0,0,1,0,0,0,17,33,
3672,6,8,2,19,0,0,1,0,0,0,0,0,0,17,26,26.0
3673,7,4,2,32,0,1,0,0,0,0,0,0,0,17,9,7.0
3674,4,6,2,21,0,0,0,0,0,1,0,0,0,17,32,
3675,7,1,2,61,0,0,0,1,0,0,0,0,0,17,15,9.0
3676,2,6,2,22,0,0,0,0,0,1,0,0,0,17,24,
3677,1,2,2,28,0,0,0,0,0,1,0,0,0,17,14,
3678,5,10,2,22,0,0,0,0,0,1,0,0,0,17,4,
3679,5,10,2,22,0,0,0,0,0,1,0,0,0,17,27,
3680,5,6,2,20,0,0,0,0,0,0,1,0,0,17,24,18.0
3681,10,10,2,40,0,0,0,0,0,0,1,0,0,17,4,34.0
3682,7,6,2,22,0,0,0,0,0,0,0,0,1,17,9,
3683,7,1,2,65,0,0,0,0,0,0,1,0,0,17,31,28.0
3684,5,1,2,57,0,1,0,0,0,0,0,0,0,17,22,20.0
3685,5,10,2,68,0,1,0,0,0,0,0,0,0,17,24,7.0
3686,8,10,2,63,0,0,0,0,0,0,1,0,0,17,25,9.0
3687,3,1,2,44,0,0,0,0,0,0,1,0,0,17,21,15.0
3688,7,10,2,65,0,0,0,1,0,0,0,0,0,17,20,12.0
3689,8,2,2,32,0,0,0,0,0,1,0,0,0,17,5,
3690,11,2,3,33,0,0,0,0,0,0,1,0,0,17,20,29.0
3691,2,10,3,58,0,0,0,0,0,0,1,0,0,17,34,5.0
3692,3,1,3,67,0,0,0,0,0,0,0,0,1,17,9,
3693,5,6,3,58,0,0,0,1,0,0,0,0,0,17,2,9.0
3694,6,6,3,39,0,0,0,0,0,0,1,0,0,17,23,21.0
3695,5,6,3,60,0,0,0,0,0,1,0,0,0,17,29,
3696,8,8,3,51,0,0,0,0,0,0,0,0,1,17,10,
3697,11,2,3,38,0,0,0,1,0,0,0,0,0,17,32,9.0
3698,6,10,3,65,0,0,0,0,0,0,1,0,0,17,18,17.0
3699,11,4,3,39,0,0,0,0,0,1,0,0,0,17,19,
3700,7,4,3,41,0,1,0,0,0,0,0,0,0,17,5,21.0
3701,8,6,3,40,0,0,0,0,0,0,0,0,1,17,10,
3702,11,2,3,33,0,0,0,0,0,0,1,0,0,17,2,33.0
3703,5,6,3,60,0,0,0,0,0,1,0,0,0,17,14,
3704,7,2,3,34,0,0,0,0,0,1,0,0,0,17,20,
3705,8,2,3,55,0,0,0,0,0,1,0,0,0,17,23,
3706,8,8,3,22,0,0,0,0,0,1,0,0,0,17,25,
3707,5,10,3,59,0,0,0,1,0,0,0,0,0,17,24,17.0
3708,8,6,3,40,0,0,0,0,0,0,0,0,1,17,20,
3709,7,4,3,41,0,1,0,0,0,0,0,0,0,17,19,4.0
3710,1,1,3,25,0,0,0,1,0,0,0,0,0,17,2,1.0
3711,11,1,4,42,0,0,1,0,0,0,0,0,0,17,15,12.0
3712,11,4,4,43,0,1,0,0,0,0,0,0,0,17,21,32.0
3713,11,4,4,51,0,0,0,0,0,1,0,0,0,17,31,
3714,8,2,4,59,0,0,0,0,0,1,0,0,0,17,25,
3715,11,6,4,44,0,0,0,1,0,0,0,0,0,17,3,20.0
3716,1,2,4,23,0,1,0,0,0,0,0,0,0,17,23,11.0
3717,2,2,4,55,0,0,1,0,0,0,0,0,0,17,15,24.0
3718,11,2,4,27,0,0,0,0,0,0,1,0,0,17,20,1.0
3719,11,2,4,54,0,0,0,0,0,0,1,0,0,17,24,33.0
3720,7,2,4,27,0,0,0,0,0,1,0,0,0,17,10,
3721,10,1,4,27,0,0,1,0,0,0,0,0,0,17,9,9.0
3722,7,10,4,54,0,1,0,0,0,0,0,0,0,17,24,19.0
3723,7,1,4,69,0,0,0,0,0,1,0,0,0,17,14,
3724,10,2,4,32,0,0,0,0,0,1,0,0,0,17,28,
3725,10,6,4,17,0,1,0,0,0,0,0,0,0,17,5,31.0
3726,6,2,4,26,0,0,0,0,0,1,0,0,0,17,31,
3727,8,1,4,31,0,0,0,0,1,0,0,0,0,17,28,31.0
3728,8,10,4,55,0,1,0,0,0,0,0,0,0,17,9,28.0
3729,7,1,4,44,0,0,0,0,0,1,0,0,0,17,3,
3730,8,1,4,44,0,0,1,0,0,0,0,0,0,17,15,13.0
3731,7,10,4,54,0,1,0,0,0,0,0,0,0,17,20,17.0
3732,11,8,4,57,0,0,0,0,0,0,1,0,0,17,2,6.0
3733,1,4,4,43,0,1,0,0,0,0,0,0,0,17,9,26.0
3734,9,8,4,49,0,0,0,0,0,0,1,0,0,17,25,9.0
3735,10,2,4,37,0,0,0,0,0,1,0,0,0,17,4,
3736,11,6,4,41,0,0,0,1,0,0,0,0,0,17,24,15.0
3737,4,1,4,40,0,0,0,0,1,0,0,0,0,17,4,18.0
3738,11,2,4,26,0,0,0,0,0,1,0,0,0,17,15,
3739,11,4,4,51,0,0,0,0,0,1,0,0,0,17,4,
3740,9,2,4,64,0,0,0,0,1,0,0,0,0,17,13,20.0
3741,6,2,4,26,0,0,0,1,0,0,0,0,0,17,3,14.0
3742,4,1,4,40,0,0,0,0,0,1,0,0,0,17,24,
3743,10,6,4,42,0,0,0,1,0,0,0,0,0,17,31,18.0
3744,7,1,4,30,0,0,0,0,0,0,1,0,0,17,6,13.0
3745,3,2,4,68,0,1,0,0,0,0,0,0,0,17,28,21.0
3746,9,1,4,62,0,0,0,0,0,0,1,0,0,17,5,20.0
3747,7,1,4,70,0,0,1,0,0,0,0,0,0,17,25,17.0
3748,7,1,4,83,0,0,0,0,0,1,0,0,0,17,4,
3749,11,4,4,45,0,0,1,0,0,0,0,0,0,17,25,28.0
3750,11,2,4,42,0,0,0,0,0,0,1,0,0,17,8,9.0
3751,8,2,4,31,0,0,0,0,0,1,0,0,0,17,33,
3752,10,6,4,42,0,1,0,0,0,0,0,0,0,17,6,18.0
3753,11,2,4,30,0,1,0,0,0,0,0,0,0,17,20,22.0
3754,8,2,4,29,0,0,0,0,0,0,0,1,0,17,14,4.0
3755,6,5,4,30,0,0,1,0,0,0,0,0,0,17,31,5.0
3756,11,2,4,57,0,0,0,0,0,1,0,0,0,17,4,
3757,8,2,4,37,0,0,1,0,0,0,0,0,0,17,11,8.0
3758,7,2,4,30,0,0,0,0,0,1,0,0,0,17,10,
3759,7,6,4,43,0,0,0,0,0,0,0,0,1,17,20,
3760,8,2,4,60,0,0,0,0,0,0,1,0,0,17,28,20.0
3761,7,2,4,26,0,0,0,0,1,0,0,0,0,17,31,21.0
3762,1,6,4,41,0,0,0,1,0,0,0,0,0,17,18,34.0
3763,7,8,4,43,1,0,0,0,0,0,0,0,0,17,24,
3764,7,1,4,62,0,0,0,0,1,0,0,0,0,17,25,1.0
3765,10,2,4,44,0,0,0,0,0,0,1,0,0,17,10,7.0
3766,10,10,4,65,0,0,0,0,0,0,1,0,0,17,6,7.0
3767,8,1,4,57,0,1,0,0,0,0,0,0,0,17,24,26.0
3768,8,8,5,16,0,0,0,0,0,0,1,0,0,17,20,12.0
3769,7,6,5,17,0,0,0,1,0,0,0,0,0,17,26,7.0
3770,5,7,5,16,0,1,0,0,0,0,0,0,0,17,26,4.0
3771,7,4,5,16,0,0,0,0,0,0,1,0,0,17,15,18.0
3772,8,8,5,17,0,0,1,0,0,0,0,0,0,17,9,9.0
3773,7,6,5,17,0,0,0,1,0,0,0,0,0,17,10,18.0
3774,1,5,5,17,0,0,0,0,0,1,0,0,0,17,15,
3775,1,5,5,17,0,0,0,0,0,1,0,0,0,17,3,
3776,5,6,5,17,0,0,0,0,0,1,0,0,0,17,26,
3777,8,8,5,16,0,0,0,0,0,0,1,0,0,17,26,31.0
3778,8,8,5,17,0,0,1,0,0,0,0,0,0,17,24,20.0
3779,7,8,5,16,0,0,0,0,0,1,0,0,0,17,5,
3780,8,8,5,17,0,0,1,0,0,0,0,0,0,17,9,2.0
3781,10,8,5,17,0,0,0,0,0,1,0,0,0,17,2,
3782,7,4,5,16,0,0,0,0,0,0,1,0,0,17,12,5.0
3783,8,6,5,16,0,0,1,0,0,0,0,0,0,17,27,15.0
3784,7,4,5,16,0,1,0,0,0,0,0,0,0,17,18,32.0
3785,6,8,5,16,0,0,0,0,1,0,0,0,0,17,25,32.0
3786,1,6,5,17,0,0,0,0,0,0,1,0,0,17,23,17.0
3787,1,3,5,16,0,0,0,0,0,1,0,0,0,17,27,
3788,3,6,5,16,0,0,0,0,0,1,0,0,0,17,2,
3789,1,6,5,17,0,0,0,0,0,0,1,0,0,17,31,23.0
3790,4,8,5,17,0,0,0,0,0,1,0,0,0,17,31,
3791,7,6,5,16,0,0,0,0,0,0,1,0,0,17,23,12.0
3792,7,4,5,16,0,0,0,0,0,0,1,0,0,17,25,23.0
3793,8,8,5,17,0,0,1,0,0,0,0,0,0,17,5,22.0
3794,5,6,5,17,0,0,0,0,0,0,1,0,0,17,14,15.0
3795,4,8,5,17,0,0,0,0,0,1,0,0,0,17,26,
3796,8,8,5,17,0,0,1,0,0,0,0,0,0,17,33,14.0
3797,9,6,5,17,0,0,0,0,0,0,1,0,0,17,6,17.0
3798,1,5,5,17,0,0,0,0,0,1,0,0,0,17,23,
3799,7,4,5,16,0,0,0,0,0,0,1,0,0,17,16,32.0
3800,9,6,5,17,0,0,0,0,0,0,1,0,0,17,14,22.0
3801,4,8,5,17,0,0,0,0,0,1,0,0,0,17,5,
3802,1,7,5,17,0,0,0,0,0,0,0,1,0,17,4,4.0
3803,6,8,5,16,0,1,0,0,0,0,0,0,0,17,26,15.0
3804,7,4,5,16,0,1,0,0,0,0,0,0,0,17,11,11.0
3805,5,6,5,17,0,0,0,0,0,1,0,0,0,17,26,
3806,7,8,5,16,0,0,0,0,0,1,0,0,0,17,25,
3807,1,5,5,17,0,0,0,0,0,1,0,0,0,17,29,
3808,3,6,5,16,0,0,0,0,0,1,0,0,0,17,8,
3809,5,7,5,16,0,1,0,0,0,0,0,0,0,17,6,11.0
3810,3,6,5,16,0,0,0,0,0,1,0,0,0,17,20,
3811,1,7,5,17,0,0,0,0,0,0,0,1,0,17,31,2.0
3812,7,6,5,16,0,0,0,0,0,0,1,0,0,17,25,12.0
3813,6,8,5,16,0,1,0,0,0,0,0,0,0,17,20,29.0
3814,1,5,5,17,0,0,0,0,0,1,0,0,0,17,3,
3815,1,7,5,17,0,0,0,0,0,0,0,1,0,17,12,24.0
3816,3,6,5,16,0,0,0,0,0,1,0,0,0,17,28,
3817,6,8,5,16,0,0,0,0,1,0,0,0,0,17,31,32.0
3818,7,4,5,16,0,0,0,0,0,0,1,0,0,17,31,23.0
3819,5,6,5,17,0,0,0,0,0,1,0,0,0,17,27,
3820,6,8,5,16,0,1,0,0,0,0,0,0,0,17,20,29.0
3821,1,7,5,17,0,0,0,0,0,0,0,1,0,17,31,33.0
3822,6,2,1,27,0,0,0,0,0,1,0,0,0,18,9,
3823,2,6,1,40,0,0,0,0,0,1,0,0,0,18,3,
3824,5,1,1,66,0,1,0,0,0,0,0,0,0,18,31,20.0
3825,6,1,1,56,0,1,0,0,0,0,0,0,0,18,33,9.0
3826,11,10,1,21,0,1,0,0,0,0,0,0,0,18,28,17.0
3827,4,4,1,45,0,1,0,0,0,0,0,0,0,18,22,4.0
3828,6,2,1,27,0,0,0,0,0,0,0,1,0,18,23,23.0
3829,2,5,1,44,0,0,0,0,0,0,0,0,1,18,20,
3830,5,6,1,30,0,0,0,0,0,1,0,0,0,18,26,
3831,6,2,1,57,0,0,0,0,0,1,0,0,0,18,24,
3832,1,2,1,45,1,0,0,0,0,0,0,0,0,18,12,
3833,4,1,1,50,0,0,1,0,0,0,0,0,0,18,22,28.0
3834,11,2,1,24,0,0,0,0,0,1,0,0,0,18,20,
3835,8,2,1,59,0,0,0,0,0,0,0,0,1,18,28,
3836,9,2,1,37,0,0,0,0,0,0,0,1,0,18,27,31.0
3837,5,1,1,66,0,1,0,0,0,0,0,0,0,18,6,11.0
3838,3,6,1,43,0,0,0,0,0,1,0,0,0,18,31,
3839,6,2,1,26,0,0,0,1,0,0,0,0,0,18,22,30.0
3840,5,4,1,21,0,1,0,0,0,0,0,0,0,18,29,2.0
3841,8,2,1,23,0,1,0,0,0,0,0,0,0,18,1,2.0
3842,2,2,1,22,0,0,0,0,0,1,0,0,0,18,5,
3843,3,1,1,74,0,0,0,0,1,0,0,0,0,18,4,22.0
3844,3,2,1,62,0,0,0,0,1,0,0,0,0,18,33,9.0
3845,5,2,1,67,0,0,0,0,0,0,0,0,1,18,5,
3846,4,1,1,45,0,0,0,1,0,0,0,0,0,18,12,14.0
3847,8,10,1,22,0,0,0,0,0,1,0,0,0,18,14,
3848,3,5,1,51,0,0,0,0,0,0,1,0,0,18,14,17.0
3849,6,1,1,29,0,0,0,0,1,0,0,0,0,18,2,23.0
3850,3,2,1,42,0,0,0,0,0,0,0,1,0,18,31,1.0
3851,2,2,1,22,0,0,0,0,0,1,0,0,0,18,32,
3852,3,3,1,36,0,0,0,0,0,0,1,0,0,18,10,9.0
3853,10,2,1,28,0,0,0,0,0,0,1,0,0,18,20,17.0
3854,9,2,1,24,0,0,0,0,0,0,1,0,0,18,4,29.0
3855,6,6,1,18,0,1,0,0,0,0,0,0,0,18,21,11.0
3856,5,1,1,60,0,0,0,0,0,0,1,0,0,18,18,23.0
3857,6,2,1,26,0,0,0,1,0,0,0,0,0,18,19,14.0
3858,5,2,1,66,0,0,1,0,0,0,0,0,0,18,24,1.0
3859,3,2,2,33,0,0,0,0,0,1,0,0,0,18,3,
3860,9,8,2,47,0,0,0,0,0,0,1,0,0,18,25,25.0
3861,7,2,2,23,0,0,0,0,0,0,1,0,0,18,32,14.0
3862,6,4,2,35,0,0,0,0,0,0,1,0,0,18,22,1.0
3863,7,1,2,60,0,0,0,1,0,0,0,0,0,18,21,33.0
3864,6,6,2,34,0,0,0,0,0,0,1,0,0,18,24,4.0
3865,6,2,2,33,0,0,0,1,0,0,0,0,0,18,10,23.0
3866,8,8,2,43,0,0,0,0,0,0,1,0,0,18,14,18.0
3867,9,8,2,47,0,0,0,0,0,0,1,0,0,18,19,19.0
3868,6,2,2,33,0,0,0,1,0,0,0,0,0,18,22,21.0
3869,10,2,2,58,0,0,0,0,0,1,0,0,0,18,3,
3870,7,2,2,62,0,0,0,0,0,1,0,0,0,18,11,
3871,9,8,2,22,0,0,0,0,0,1,0,0,0,18,20,
3872,5,10,2,41,0,0,0,0,0,0,1,0,0,18,15,19.0
3873,7,1,2,67,0,0,0,0,0,1,0,0,0,18,9,
3874,2,4,2,39,0,0,0,1,0,0,0,0,0,18,11,1.0
3875,8,8,2,43,0,0,0,0,0,0,1,0,0,18,4,15.0
3876,7,8,2,50,0,0,0,0,0,1,0,0,0,18,9,
3877,5,2,2,67,0,1,0,0,0,0,0,0,0,18,3,25.0
3878,11,6,2,44,0,0,0,0,0,0,1,0,0,18,24,8.0
3879,2,6,2,22,0,0,0,0,0,1,0,0,0,18,4,
3880,8,8,2,45,0,0,0,0,0,0,1,0,0,18,26,29.0
3881,1,2,2,28,0,0,0,0,0,1,0,0,0,18,3,
3882,6,3,2,37,0,1,0,0,0,0,0,0,0,18,32,32.0
3883,6,3,2,37,0,1,0,0,0,0,0,0,0,18,23,19.0
3884,6,3,2,37,0,1,0,0,0,0,0,0,0,18,12,11.0
3885,5,6,2,20,0,0,0,0,0,0,1,0,0,18,18,22.0
3886,5,10,2,33,0,0,0,0,0,0,1,0,0,18,31,12.0
3887,6,10,2,60,0,0,0,0,0,1,0,0,0,18,20,
3888,6,4,2,35,0,0,0,0,0,0,1,0,0,18,29,18.0
3889,5,10,2,68,0,1,0,0,0,0,0,0,0,18,31,31.0
3890,6,2,2,72,0,0,0,1,0,0,0,0,0,18,33,13.0
3891,2,4,2,39,0,0,0,1,0,0,0,0,0,18,5,17.0
3892,8,8,2,43,0,0,0,0,0,0,1,0,0,18,5,13.0
3893,6,8,2,19,0,0,1,0,0,0,0,0,0,18,20,8.0
3894,6,2,2,55,0,0,0,0,0,1,0,0,0,18,24,
3895,9,6,2,27,0,0,0,0,0,1,0,0,0,18,20,
3896,6,1,2,60,0,0,0,1,0,0,0,0,0,18,5,29.0
3897,1,1,2,62,0,1,0,0,0,0,0,0,0,18,22,1.0
3898,6,2,2,72,0,0,0,1,0,0,0,0,0,18,26,20.0
3899,8,2,2,32,0,0,0,0,0,1,0,0,0,18,4,
3900,8,8,2,45,0,0,0,0,0,0,1,0,0,18,20,33.0
3901,8,8,2,45,0,0,0,0,0,0,1,0,0,18,31,14.0
3902,6,10,2,60,0,0,0,0,0,1,0,0,0,18,5,
3903,5,1,2,57,0,1,0,0,0,0,0,0,0,18,14,2.0
3904,5,6,2,20,0,0,0,0,0,0,1,0,0,18,26,15.0
3905,5,10,2,55,0,0,1,0,0,0,0,0,0,18,27,13.0
3906,7,1,2,60,0,0,0,1,0,0,0,0,0,18,29,29.0
3907,10,10,2,57,0,0,1,0,0,0,0,0,0,18,5,31.0
3908,5,10,2,62,0,0,0,0,0,1,0,0,0,18,14,
3909,6,2,2,32,0,0,0,0,0,1,0,0,0,18,12,
3910,6,1,2,62,0,0,0,0,0,0,1,0,0,18,9,9.0
3911,10,10,2,57,0,0,1,0,0,0,0,0,0,18,19,4.0
3912,6,2,2,55,0,0,0,0,0,1,0,0,0,18,29,
3913,6,2,2,59,0,0,0,0,0,1,0,0,0,18,3,
3914,7,2,2,62,0,0,0,0,0,1,0,0,0,18,20,
3915,2,6,2,22,0,0,0,0,0,1,0,0,0,18,26,
3916,8,10,2,63,0,0,0,0,0,0,1,0,0,18,25,14.0
3917,6,4,2,35,0,0,0,0,0,0,1,0,0,18,20,5.0
3918,6,6,2,34,0,0,0,0,0,0,1,0,0,18,9,31.0
3919,5,1,2,61,0,0,0,0,0,1,0,0,0,18,5,
3920,5,10,2,41,0,0,0,0,0,0,1,0,0,18,28,28.0
3921,7,10,2,38,0,0,0,0,1,0,0,0,0,18,18,23.0
3922,1,7,2,20,0,0,0,0,1,0,0,0,0,18,9,12.0
3923,6,5,2,52,0,0,0,0,0,1,0,0,0,18,26,
3924,6,2,2,27,0,0,0,1,0,0,0,0,0,18,33,33.0
3925,5,10,2,41,0,0,0,0,0,0,1,0,0,18,31,32.0
3926,6,3,2,37,0,1,0,0,0,0,0,0,0,18,5,10.0
3927,7,1,2,39,0,0,0,0,0,1,0,0,0,18,4,
3928,8,5,2,57,0,0,0,0,0,1,0,0,0,18,18,
3929,7,4,2,32,0,1,0,0,0,0,0,0,0,18,20,9.0
3930,5,1,2,51,0,0,0,0,0,0,1,0,0,18,9,34.0
3931,5,10,2,33,0,0,0,0,0,1,0,0,0,18,34,
3932,5,2,2,67,0,1,0,0,0,0,0,0,0,18,24,11.0
3933,10,2,2,68,0,0,0,0,0,0,1,0,0,18,11,29.0
3934,8,8,2,43,0,0,0,0,0,0,1,0,0,18,11,33.0
3935,6,2,2,40,0,0,0,0,0,1,0,0,0,18,26,
3936,6,3,2,37,0,1,0,0,0,0,0,0,0,18,19,20.0
3937,10,2,2,68,0,0,0,0,0,0,1,0,0,18,12,32.0
3938,7,1,2,65,0,0,0,0,0,0,1,0,0,18,15,4.0
3939,7,4,2,38,0,0,0,0,1,0,0,0,0,18,10,20.0
3940,7,10,2,62,0,0,0,0,0,1,0,0,0,18,31,
3941,5,2,2,67,0,1,0,0,0,0,0,0,0,18,23,10.0
3942,5,10,2,55,0,0,1,0,0,0,0,0,0,18,15,13.0
3943,6,2,2,37,0,0,0,0,1,0,0,0,0,18,34,14.0
3944,7,2,2,24,0,0,0,0,0,1,0,0,0,18,29,
3945,11,6,2,43,0,1,0,0,0,0,0,0,0,18,28,7.0
3946,6,2,2,30,0,0,0,0,0,0,0,1,0,18,25,24.0
3947,6,2,2,72,0,0,0,1,0,0,0,0,0,18,27,22.0
3948,6,2,2,37,0,0,0,0,1,0,0,0,0,18,28,4.0
3949,6,1,2,60,0,0,0,1,0,0,0,0,0,18,25,33.0
3950,7,1,2,39,0,0,0,0,0,1,0,0,0,18,28,
3951,8,8,2,43,0,0,0,0,0,0,1,0,0,18,8,5.0
3952,8,2,2,27,0,0,0,0,0,0,0,1,0,18,14,31.0
3953,7,2,2,37,0,0,0,0,0,0,1,0,0,18,18,17.0
3954,5,2,2,30,0,0,1,0,0,0,0,0,0,18,11,32.0
3955,1,7,2,20,0,0,0,0,1,0,0,0,0,18,29,11.0
3956,6,4,3,40,0,0,0,1,0,0,0,0,0,18,23,29.0
3957,5,1,3,51,0,0,0,0,0,0,1,0,0,18,4,5.0
3958,6,1,3,49,0,0,0,0,0,1,0,0,0,18,29,
3959,8,2,3,55,0,0,0,0,0,1,0,0,0,18,6,
3960,6,6,3,57,0,0,0,0,0,1,0,0,0,18,31,
3961,8,2,3,55,0,0,0,0,0,1,0,0,0,18,34,
3962,8,10,3,32,0,0,0,0,0,1,0,0,0,18,3,
3963,6,10,3,65,0,0,0,0,0,0,1,0,0,18,28,21.0
3964,2,10,3,58,0,0,0,0,0,0,1,0,0,18,6,17.0
3965,11,2,3,33,0,0,0,0,0,0,1,0,0,18,16,32.0
3966,9,2,3,28,0,0,0,0,0,0,1,0,0,18,4,13.0
3967,10,2,3,22,0,0,0,0,0,0,0,0,1,18,2,
3968,8,1,3,71,0,0,0,1,0,0,0,0,0,18,15,4.0
3969,8,6,3,40,0,0,0,0,0,0,0,0,1,18,5,
3970,4,2,3,62,0,0,1,0,0,0,0,0,0,18,19,33.0
3971,6,10,3,65,0,0,0,0,0,0,1,0,0,18,27,7.0
3972,8,2,3,26,0,0,0,0,0,1,0,0,0,18,25,
3973,8,1,3,42,0,0,0,1,0,0,0,0,0,18,8,15.0
3974,1,2,3,70,0,1,0,0,0,0,0,0,0,18,18,23.0
3975,4,2,3,62,0,0,1,0,0,0,0,0,0,18,27,23.0
3976,10,2,3,37,0,0,0,0,1,0,0,0,0,18,33,7.0
3977,6,1,3,49,0,0,0,0,0,1,0,0,0,18,23,
3978,8,2,3,59,0,0,0,0,0,1,0,0,0,18,26,
3979,8,10,3,32,0,0,0,0,0,1,0,0,0,18,5,
3980,6,1,3,49,0,0,0,0,0,1,0,0,0,18,3,
3981,3,1,3,67,0,0,0,0,0,0,0,0,1,18,6,
3982,4,6,3,41,0,0,0,0,0,1,0,0,0,18,18,
3983,4,8,3,59,0,0,0,0,0,1,0,0,0,18,6,
3984,11,2,3,38,0,0,0,1,0,0,0,0,0,18,24,18.0
3985,6,4,3,43,0,0,0,0,1,0,0,0,0,18,12,32.0
3986,8,2,3,22,0,0,0,0,0,1,0,0,0,18,33,
3987,7,4,3,50,0,0,0,0,0,1,0,0,0,18,33,
3988,6,2,3,63,0,0,0,0,0,1,0,0,0,18,26,
3989,8,1,3,53,0,0,0,0,0,1,0,0,0,18,11,
3990,8,8,3,19,0,0,0,0,0,1,0,0,0,18,24,
3991,1,1,3,25,0,0,0,1,0,0,0,0,0,18,24,29.0
3992,6,2,3,63,0,0,0,0,0,1,0,0,0,18,27,
3993,6,4,3,43,0,0,0,0,1,0,0,0,0,18,34,22.0
3994,8,8,3,22,0,0,0,0,0,1,0,0,0,18,3,
3995,11,2,3,38,0,0,0,1,0,0,0,0,0,18,6,15.0
3996,8,2,3,26,0,0,0,0,0,1,0,0,0,18,3,
3997,6,1,3,49,0,0,0,0,0,0,0,0,1,18,12,
3998,5,6,3,58,0,0,0,1,0,0,0,0,0,18,23,20.0
3999,7,2,3,34,0,0,0,0,0,1,0,0,0,18,2,
4000,9,2,3,28,0,0,0,0,0,0,1,0,0,18,5,24.0
4001,8,1,3,71,0,0,0,1,0,0,0,0,0,18,12,14.0
4002,10,2,3,37,0,0,0,0,1,0,0,0,0,18,26,11.0
4003,8,2,3,41,0,0,0,0,0,1,0,0,0,18,6,
4004,1,2,3,70,0,1,0,0,0,0,0,0,0,18,5,31.0
4005,3,1,3,67,0,0,0,0,0,0,0,0,1,18,2,
4006,11,4,3,39,0,0,0,0,0,1,0,0,0,18,11,
4007,8,6,3,51,0,0,0,0,1,0,0,0,0,18,5,2.0
4008,7,1,3,67,0,0,0,0,0,1,0,0,0,18,28,
4009,6,1,4,67,0,0,1,0,0,0,0,0,0,18,5,22.0
4010,7,2,4,26,0,0,0,0,1,0,0,0,0,18,15,1.0
4011,10,2,4,37,0,0,0,0,0,0,1,0,0,18,28,31.0
4012,6,1,4,33,0,0,0,0,0,1,0,0,0,18,20,
4013,6,1,4,58,0,0,0,0,0,0,1,0,0,18,20,25.0
4014,9,2,4,64,0,0,0,0,1,0,0,0,0,18,4,14.0
4015,6,2,4,28,0,0,0,0,0,0,1,0,0,18,26,24.0
4016,8,2,4,29,0,0,0,0,0,1,0,0,0,18,11,
4017,6,7,4,57,0,0,0,0,0,1,0,0,0,18,18,
4018,1,2,4,44,0,0,0,0,0,1,0,0,0,18,19,
